Date,Stock,Combined Factor
29-09-2022,IRCTC.NS,"Green Histogram, Price Above 200 EMA, MACD Expanding Above, EMA Increasing"
29-09-2022,INDUSTOWER.NS,"Red Histogram, Price Below 200 EMA, MACD Intersecting Below, EMA Decreasing"
29-09-2022,AMBUJACEM.NS,"Green Histogram, Price Below 200 EMA, MACD Parallel Below, EMA Decreasing"
29-09-2022,CHOLAFIN.NS,"Green Histogram, Price Below 200 EMA, MACD Expanding Below, EMA Decreasing"
29-09-2022,UPL.NS,"Red Histogram, Price Below 200 EMA, MACD Intersecting Below, EMA Decreasing"
29-09-2022,NAUKRI.NS,"Green Histogram, Price Below 200 EMA, MACD Expanding Below, EMA Decreasing"
29-09-2022,BANKBARODA.NS,"Green Histogram, Price Below 200 EMA, MACD Parallel Below, EMA Decreasing"
29-09-2022,BAJAJHLDNG.NS,"Red Histogram, Price Below 200 EMA, MACD Expanding Below, EMA Decreasing"
29-09-2022,TATAELXSI.NS,"Green Histogram, Price Below 200 EMA, MACD Parallel Below, EMA Decreasing"
29-09-2022,JINDALSTEL.NS,"Red Histogram, Price Above 200 EMA, MACD Parallel Above, EMA Increasing"
29-09-2022,LODHA.NS,"Green Histogram, Price Below 200 EMA, MACD Parallel Below, EMA Decreasing"
29-09-2022,LTTS.NS,"Green Histogram, Price Above 200 EMA, MACD Expanding Below, EMA Increasing"
29-09-2022,GLAND.NS,"Red Histogram, Price Below 200 EMA, MACD Parallel Above, EMA Decreasing"
29-09-2022,MUTHOOTFIN.NS,"Red Histogram, Price Above 200 EMA, MACD Intersecting Below, EMA Increasing"
29-09-2022,PEL.NS,"Green Histogram, Price Below 200 EMA, MACD Expanding Below, EMA Decreasing"
29-09-2022,BEL.NS,"Green Histogram, Price Below 200 EMA, MACD Parallel Below, EMA Decreasing"
29-09-2022,JSWENERGY.NS,"Green Histogram, Price Below 200 EMA, MACD Expanding Below, EMA Decreasing"
29-09-2022,HAL.NS,"Green Histogram, Price Below 200 EMA, MACD Expanding Below, EMA Decreasing"
29-09-2022,BANDHANBNK.NS,"Green Histogram, Price Below 200 EMA, MACD Expanding Below, EMA Decreasing"
29-09-2022,PAGEIND.NS,"Green Histogram, Price Below 200 EMA, MACD Expanding Below, EMA Decreasing"
29-09-2022,NMDC.NS,"Green Histogram, Price Above 200 EMA, MACD Intersecting Above, EMA Increasing"
29-09-2022,TORNTPHARM.NS,"Red Histogram, Price Above 200 EMA, MACD Intersecting Above, EMA Increasing"
29-09-2022,PGHH.NS,"Red Histogram, Price Below 200 EMA, MACD Expanding Below, EMA Decreasing"
29-09-2022,GODREJPROP.NS,"Green Histogram, Price Below 200 EMA, MACD Expanding Below, EMA Decreasing"
29-09-2022,IDBI.NS,"Red Histogram, Price Below 200 EMA, MACD Parallel Below, EMA Decreasing"
29-09-2022,HEROMOTOCO.NS,"Green Histogram, Price Below 200 EMA, MACD Expanding Below, EMA Decreasing"
29-09-2022,HDFCAMC.NS,"Green Histogram, Price Below 200 EMA, MACD Expanding Below, EMA Decreasing"
29-09-2022,ABB.NS,"Red Histogram, Price Below 200 EMA, MACD Intersecting Below, EMA Decreasing"
29-09-2022,TRENT.NS,"Green Histogram, Price Below 200 EMA, MACD Expanding Below, EMA Decreasing"
29-09-2022,ALKEM.NS,"Green Histogram, Price Below 200 EMA, MACD Expanding Below, EMA Decreasing"
29-09-2022,PIIND.NS,"Green Histogram, Price Below 200 EMA, MACD Expanding Below, EMA Decreasing"
29-09-2022,BOSCHLTD.NS,"Green Histogram, Price Below 200 EMA, MACD Expanding Below, EMA Decreasing"
29-09-2022,COLPAL.NS,"Green Histogram, Price Above 200 EMA, MACD Expanding Below, EMA Increasing"
29-09-2022,CANBK.NS,"Red Histogram, Price Below 200 EMA, MACD Intersecting Below, EMA Decreasing"
29-09-2022,BALKRISIND.NS,"Red Histogram, Price Below 200 EMA, MACD Intersecting Below, EMA Decreasing"
29-09-2022,VOLTAS.NS,"Green Histogram, Price Below 200 EMA, MACD Parallel Below, EMA Decreasing"
29-09-2022,CONCOR.NS,"Green Histogram, Price Below 200 EMA, MACD Expanding Above, EMA Decreasing"
29-09-2022,STARHEALTH.NS,"Green Histogram, Price Below 200 EMA, MACD Parallel Below, EMA Decreasing"
29-09-2022,VBL.NS,"Green Histogram, Price Below 200 EMA, MACD Parallel Below, EMA Decreasing"
29-09-2022,SAIL.NS,"Red Histogram, Price Below 200 EMA, MACD Parallel Below, EMA Decreasing"
29-09-2022,ASTRAL.NS,"Red Histogram, Price Below 200 EMA, MACD Parallel Below, EMA Decreasing"
29-09-2022,ACC.NS,"Green Histogram, Price Below 200 EMA, MACD Expanding Below, EMA Decreasing"
29-09-2022,BIOCON.NS,"Red Histogram, Price Above 200 EMA, MACD Intersecting Above, EMA Increasing"
29-09-2022,SONACOMS.NS,"Green Histogram, Price Below 200 EMA, MACD Intersecting Above, EMA Decreasing"
29-09-2022,UBL.NS,"Green Histogram, Price Above 200 EMA, MACD Expanding Above, EMA Increasing"
29-09-2022,AUBANK.NS,"Green Histogram, Price Below 200 EMA, MACD Expanding Below, EMA Decreasing"
29-09-2022,AUROPHARMA.NS,"Green Histogram, Price Below 200 EMA, MACD Parallel Above, EMA Decreasing"
29-09-2022,PNB.NS,"Green Histogram, Price Below 200 EMA, MACD Expanding Below, EMA Decreasing"
29-09-2022,HINDPETRO.NS,"Green Histogram, Price Below 200 EMA, MACD Expanding Below, EMA Decreasing"
29-09-2022,PERSISTENT.NS,"Green Histogram, Price Above 200 EMA, MACD Expanding Below, EMA Increasing"
29-09-2022,ZYDUSLIFE.NS,"Red Histogram, Price Above 200 EMA, MACD Parallel Above, EMA Increasing"
29-09-2022,POLYCAB.NS,"Green Histogram, Price Above 200 EMA, MACD Expanding Above, EMA Increasing"
29-09-2022,HONAUT.NS,"Green Histogram, Price Below 200 EMA, MACD Expanding Below, EMA Decreasing"
29-09-2022,TATACOMM.NS,"Green Histogram, Price Below 200 EMA, MACD Parallel Below, EMA Decreasing"
29-09-2022,JUBLFOOD.NS,"Red Histogram, Price Below 200 EMA, MACD Intersecting Below, EMA Decreasing"
29-09-2022,AARTIIND.NS,"Green Histogram, Price Below 200 EMA, MACD Expanding Below, EMA Decreasing"
29-09-2022,GUJGASLTD.NS,"Red Histogram, Price Above 200 EMA, MACD Intersecting Above, EMA Increasing"
29-09-2022,ASHOKLEY.NS,"Red Histogram, Price Below 200 EMA, MACD Intersecting Below, EMA Decreasing"
29-09-2022,IOB.NS,"Green Histogram, Price Below 200 EMA, MACD Expanding Below, EMA Decreasing"
29-09-2022,PAYTM.NS,"Red Histogram, Price Below 200 EMA, MACD Expanding Below, EMA Decreasing"
29-09-2022,OBEROIRLTY.NS,"Green Histogram, Price Below 200 EMA, MACD Expanding Below, EMA Decreasing"
29-09-2022,LUPIN.NS,"Green Histogram, Price Above 200 EMA, MACD Parallel Below, EMA Decreasing"
29-09-2022,MAXHEALTH.NS,"Green Histogram, Price Below 200 EMA, MACD Expanding Below, EMA Decreasing"
29-09-2022,BHARATFORG.NS,"Green Histogram, Price Below 200 EMA, MACD Expanding Below, EMA Decreasing"
29-09-2022,TTML.NS,"Green Histogram, Price Below 200 EMA, MACD Expanding Below, EMA Decreasing"
29-09-2022,LINDEINDIA.NS,"Green Histogram, Price Below 200 EMA, MACD Expanding Below, EMA Decreasing"
29-09-2022,LAURUSLABS.NS,"Red Histogram, Price Below 200 EMA, MACD Intersecting Below, EMA Decreasing"
29-09-2022,INDHOTEL.NS,"Green Histogram, Price Above 200 EMA, MACD Expanding Below, EMA Increasing"
29-09-2022,TIINDIA.NS,"Red Histogram, Price Below 200 EMA, MACD Parallel Below, EMA Decreasing"
29-09-2022,POLICYBZR.NS,"Red Histogram, Price Below 200 EMA, MACD Expanding Below, EMA Decreasing"
29-09-2022,CUMMINSIND.NS,"Green Histogram, Price Below 200 EMA, MACD Expanding Below, EMA Decreasing"
29-09-2022,OFSS.NS,"Green Histogram, Price Below 200 EMA, MACD Expanding Below, EMA Decreasing"
29-09-2022,YESBANK.NS,"Red Histogram, Price Below 200 EMA, MACD Intersecting Below, EMA Decreasing"
29-09-2022,SRTRANSFIN.NS,"Red Histogram, Price Below 200 EMA, MACD Intersecting Above, EMA Decreasing"
29-09-2022,DEEPAKNTR.NS,"Red Histogram, Price Below 200 EMA, MACD Intersecting Below, EMA Decreasing"
29-09-2022,ATUL.NS,"Green Histogram, Price Below 200 EMA, MACD Expanding Below, EMA Decreasing"
29-09-2022,SCHAEFFLER.NS,"Green Histogram, Price Below 200 EMA, MACD Expanding Below, EMA Decreasing"
29-09-2022,FLUOROCHEM.NS,"Red Histogram, Price Above 200 EMA, MACD Intersecting Above, EMA Increasing"
29-09-2022,PFC.NS,"Green Histogram, Price Below 200 EMA, MACD Expanding Below, EMA Decreasing"
29-09-2022,TVSMOTOR.NS,"Red Histogram, Price Below 200 EMA, MACD Parallel Below, EMA Decreasing"
29-09-2022,PETRONET.NS,"Green Histogram, Price Below 200 EMA, MACD Expanding Below, EMA Decreasing"
29-09-2022,ABFRL.NS,"Red Histogram, Price Above 200 EMA, MACD Parallel Above, EMA Increasing"
29-09-2022,GLAXO.NS,"Green Histogram, Price Above 200 EMA, MACD Expanding Above, EMA Increasing"
29-09-2022,IRFC.NS,"Green Histogram, Price Below 200 EMA, MACD Expanding Below, EMA Decreasing"
29-09-2022,DALBHARAT.NS,"Green Histogram, Price Below 200 EMA, MACD Expanding Below, EMA Decreasing"
29-09-2022,NHPC.NS,"Red Histogram, Price Below 200 EMA, MACD Intersecting Below, EMA Decreasing"
29-09-2022,IDEA.NS,"Red Histogram, Price Below 200 EMA, MACD Expanding Below, EMA Decreasing"
29-09-2022,ZEEL.NS,"Green Histogram, Price Below 200 EMA, MACD Parallel Below, EMA Decreasing"
29-09-2022,MRF.NS,"Green Histogram, Price Below 200 EMA, MACD Expanding Below, EMA Decreasing"
29-09-2022,TRIDENT.NS,"Green Histogram, Price Below 200 EMA, MACD Expanding Below, EMA Decreasing"
29-09-2022,COFORGE.NS,"Red Histogram, Price Below 200 EMA, MACD Intersecting Below, EMA Decreasing"
29-09-2022,IPCALAB.NS,"Green Histogram, Price Above 200 EMA, MACD Expanding Above, EMA Increasing"
29-09-2022,RELAXO.NS,"Green Histogram, Price Below 200 EMA, MACD Expanding Below, EMA Decreasing"
29-09-2022,UNIONBANK.NS,"Green Histogram, Price Above 200 EMA, MACD Expanding Below, EMA Decreasing"
29-09-2022,IGL.NS,"Green Histogram, Price Above 200 EMA, MACD Expanding Below, EMA Increasing"
29-09-2022,MFSL.NS,"Green Histogram, Price Below 200 EMA, MACD Expanding Above, EMA Decreasing"
29-09-2022,ABCAPITAL.NS,"Green Histogram, Price Below 200 EMA, MACD Expanding Below, EMA Decreasing"
29-09-2022,SUPREMEIND.NS,"Green Histogram, Price Above 200 EMA, MACD Parallel Below, EMA Increasing"
29-09-2022,OIL.NS,"Green Histogram, Price Below 200 EMA, MACD Parallel Above, EMA Decreasing"
29-09-2022,CGPOWER.NS,"Green Histogram, Price Below 200 EMA, MACD Expanding Below, EMA Decreasing"
29-09-2022,DIXON.NS,"Red Histogram, Price Below 200 EMA, MACD Intersecting Below, EMA Decreasing"
29-09-2022,SOLARINDS.NS,"Green Histogram, Price Above 200 EMA, MACD Expanding Above, EMA Increasing"
29-09-2022,BATAINDIA.NS,"Green Histogram, Price Below 200 EMA, MACD Expanding Below, EMA Decreasing"
29-09-2022,KANSAINER.NS,"Green Histogram, Price Above 200 EMA, MACD Expanding Below, EMA Increasing"
29-09-2022,TATACHEM.NS,"Red Histogram, Price Above 200 EMA, MACD Intersecting Above, EMA Decreasing"
29-09-2022,IDFCFIRSTB.NS,"Green Histogram, Price Below 200 EMA, MACD Expanding Above, EMA Decreasing"
29-09-2022,RECLTD.NS,"Green Histogram, Price Below 200 EMA, MACD Expanding Below, EMA Decreasing"
29-09-2022,CRISIL.NS,"Green Histogram, Price Above 200 EMA, MACD Expanding Above, EMA Increasing"
29-09-2022,SYNGENE.NS,"Green Histogram, Price Above 200 EMA, MACD Parallel Above, EMA Decreasing"
29-09-2022,CROMPTON.NS,"Green Histogram, Price Above 200 EMA, MACD Intersecting Above, EMA Increasing"
29-09-2022,TORNTPOWER.NS,"Green Histogram, Price Below 200 EMA, MACD Expanding Below, EMA Decreasing"
29-09-2022,COROMANDEL.NS,"Green Histogram, Price Below 200 EMA, MACD Expanding Below, EMA Decreasing"
29-09-2022,MANYAVAR.NS,"Green Histogram, Price Above 200 EMA, MACD Expanding Below, EMA Increasing"
29-09-2022,HATSUN.NS,"Green Histogram, Price Above 200 EMA, MACD Expanding Below, EMA Increasing"
29-09-2022,THERMAX.NS,"Green Histogram, Price Below 200 EMA, MACD Parallel Below, EMA Decreasing"
29-09-2022,APLAPOLLO.NS,"Green Histogram, Price Below 200 EMA, MACD Expanding Below, EMA Decreasing"
29-09-2022,ESCORTS.NS,"Red Histogram, Price Above 200 EMA, MACD Expanding Above, EMA Increasing"
29-09-2022,SUMICHEM.NS,"Red Histogram, Price Below 200 EMA, MACD Parallel Below, EMA Decreasing"
29-09-2022,NATIONALUM.NS,"Red Histogram, Price Below 200 EMA, MACD Parallel Below, EMA Decreasing"
29-09-2022,GMRINFRA.NS,"Green Histogram, Price Below 200 EMA, MACD Expanding Below, EMA Decreasing"
29-09-2022,3MINDIA.NS,"Green Histogram, Price Above 200 EMA, MACD Expanding Below, EMA Increasing"
29-09-2022,FORTIS.NS,"Red Histogram, Price Below 200 EMA, MACD Intersecting Above, EMA Decreasing"
29-09-2022,LALPATHLAB.NS,"Green Histogram, Price Above 200 EMA, MACD Expanding Below, EMA Increasing"
29-09-2022,NAM-INDIA.NS,"Green Histogram, Price Below 200 EMA, MACD Parallel Above, EMA Decreasing"
29-09-2022,SUNDARMFIN.NS,"Green Histogram, Price Above 200 EMA, MACD Parallel Above, EMA Increasing"
29-09-2022,KPRMILL.NS,"Green Histogram, Price Below 200 EMA, MACD Expanding Below, EMA Decreasing"
29-09-2022,CLEAN.NS,"Green Histogram, Price Below 200 EMA, MACD Parallel Below, EMA Decreasing"
29-09-2022,DEVYANI.NS,"Red Histogram, Price Above 200 EMA, MACD Parallel Above, EMA Increasing"
29-09-2022,POONAWALLA.NS,"Red Histogram, Price Below 200 EMA, MACD Intersecting Below, EMA Decreasing"
29-09-2022,TANLA.NS,"Red Histogram, Price Above 200 EMA, MACD Expanding Above, EMA Increasing"
29-09-2022,FEDERALBNK.NS,"Green Histogram, Price Below 200 EMA, MACD Expanding Below, EMA Decreasing"
29-09-2022,RAJESHEXPO.NS,"Green Histogram, Price Below 200 EMA, MACD Expanding Below, EMA Decreasing"
29-09-2022,MSUMI.NS,"Green Histogram, Price Above 200 EMA, MACD Expanding Below, EMA Increasing"
29-09-2022,AAVAS.NS,"Red Histogram, Price Below 200 EMA, MACD Intersecting Below, EMA Decreasing"
29-09-2022,NAVINFLUOR.NS,"Red Histogram, Price Below 200 EMA, MACD Parallel Below, EMA Decreasing"
29-09-2022,IEX.NS,"Red Histogram, Price Below 200 EMA, MACD Intersecting Below, EMA Decreasing"
29-09-2022,VINATIORGA.NS,"Green Histogram, Price Below 200 EMA, MACD Expanding Below, EMA Decreasing"
29-09-2022,ISEC.NS,"Red Histogram, Price Below 200 EMA, MACD Intersecting Below, EMA Decreasing"
29-09-2022,GICRE.NS,"Red Histogram, Price Below 200 EMA, MACD Parallel Below, EMA Decreasing"
29-09-2022,WHIRLPOOL.NS,"Green Histogram, Price Below 200 EMA, MACD Expanding Below, EMA Decreasing"
29-09-2022,L&TFH.NS,"Green Histogram, Price Below 200 EMA, MACD Expanding Below, EMA Decreasing"
29-09-2022,GRINDWELL.NS,"Green Histogram, Price Below 200 EMA, MACD Expanding Below, EMA Decreasing"
29-09-2022,PFIZER.NS,"Green Histogram, Price Above 200 EMA, MACD Parallel Above, EMA Decreasing"
29-09-2022,EMAMILTD.NS,"Green Histogram, Price Above 200 EMA, MACD Parallel Below, EMA Decreasing"
29-09-2022,PRESTIGE.NS,"Red Histogram, Price Above 200 EMA, MACD Intersecting Above, EMA Increasing"
29-09-2022,LICHSGFIN.NS,"Green Histogram, Price Below 200 EMA, MACD Intersecting Below, EMA Decreasing"
29-09-2022,M&MFIN.NS,"Green Histogram, Price Below 200 EMA, MACD Intersecting Above, EMA Decreasing"
29-09-2022,PHOENIXLTD.NS,"Red Histogram, Price Below 200 EMA, MACD Expanding Below, EMA Decreasing"
29-09-2022,SUNTV.NS,"Green Histogram, Price Below 200 EMA, MACD Expanding Above, EMA Decreasing"
29-09-2022,INDIANB.NS,"Green Histogram, Price Above 200 EMA, MACD Expanding Above, EMA Increasing"
29-09-2022,SUNDRMFAST.NS,"Red Histogram, Price Above 200 EMA, MACD Expanding Above, EMA Increasing"
29-09-2022,BANKINDIA.NS,"Green Histogram, Price Below 200 EMA, MACD Expanding Below, EMA Decreasing"
29-09-2022,JKCEMENT.NS,"Green Histogram, Price Below 200 EMA, MACD Expanding Below, EMA Decreasing"
29-09-2022,NIACL.NS,"Red Histogram, Price Below 200 EMA, MACD Intersecting Below, EMA Decreasing"
29-09-2022,RAMCOCEM.NS,"Red Histogram, Price Above 200 EMA, MACD Intersecting Above, EMA Increasing"
29-09-2022,DCMSHRIRAM.NS,"Red Histogram, Price Below 200 EMA, MACD Parallel Above, EMA Decreasing"
29-09-2022,CHAMBLFERT.NS,"Green Histogram, Price Below 200 EMA, MACD Expanding Below, EMA Decreasing"
29-09-2022,SKFINDIA.NS,"Green Histogram, Price Above 200 EMA, MACD Parallel Above, EMA Decreasing"
29-09-2022,SANOFI.NS,"Green Histogram, Price Below 200 EMA, MACD Intersecting Below, EMA Decreasing"
29-09-2022,BHEL.NS,"Green Histogram, Price Above 200 EMA, MACD Parallel Above, EMA Increasing"
29-09-2022,BCG.NS,"Green Histogram, Price Below 200 EMA, MACD Expanding Below, EMA Decreasing"
29-09-2022,SFL.NS,"Red Histogram, Price Below 200 EMA, MACD Parallel Below, EMA Decreasing"
29-09-2022,APTUS.NS,"Red Histogram, Price Below 200 EMA, MACD Expanding Below, EMA Decreasing"
29-09-2022,AFFLE.NS,"Green Histogram, Price Below 200 EMA, MACD Expanding Below, EMA Decreasing"
29-09-2022,METROBRAND.NS,"Green Histogram, Price Above 200 EMA, MACD Parallel Above, EMA Increasing"
29-09-2022,KPITTECH.NS,"Red Histogram, Price Above 200 EMA, MACD Expanding Below, EMA Increasing"
29-09-2022,BLUEDART.NS,"Red Histogram, Price Above 200 EMA, MACD Intersecting Above, EMA Increasing"
29-09-2022,KAJARIACER.NS,"Red Histogram, Price Below 200 EMA, MACD Expanding Below, EMA Decreasing"
29-09-2022,TIMKEN.NS,"Red Histogram, Price Above 200 EMA, MACD Parallel Above, EMA Increasing"
29-09-2022,CENTRALBK.NS,"Green Histogram, Price Below 200 EMA, MACD Expanding Below, EMA Decreasing"
29-09-2022,CENTURYPLY.NS,"Red Histogram, Price Below 200 EMA, MACD Parallel Above, EMA Decreasing"
